# 
1	-0.004937	0.028119	0.442907	23.489254 	 23.729157 	 23.399772 	 25.887960 	 26.091186 	 26.108748 	 24.419111 	 24.478020 	 24.206043 	 27.646448 	 27.831268 	 27.747707 	 
2	0.391465	-0.459804	-0.558107	23.358809 	 23.356703 	 23.336003 	 26.345892 	 26.036381 	 25.597058 	 18.208580 	 18.006788 	 18.256222 	 22.256224 	 21.310617 	 22.294265 	 
3	4.340570	1.350090	-1.125470	22.937600 	 23.575177 	 23.518629 	 23.499978 	 23.106373 	 23.703159 	 25.306874 	 25.259617 	 25.314893 	 35.112407 	 35.227445 	 35.294148 	 
4	0.365077	0.466156	-0.053344	20.579010 	 20.542181 	 20.590580 	 18.114451 	 18.049122 	 17.563003 	 30.182971 	 29.903329 	 30.046966 	 19.851044 	 18.920539 	 19.540907 	 
5	0.492549	-2.697930	1.557530	20.944018 	 20.763709 	 20.781967 	 26.103959 	 26.015226 	 25.165937 	 14.593909 	 14.610929 	 14.671123 	 21.812740 	 20.771645 	 22.489429 	 
6	0.814934	-0.048241	-0.182720	5.573259 	 5.504459 	 5.499988 	 6.953879 	 7.135199 	 7.176501 	 15.448776 	 14.486252 	 16.174576 	 8.216785 	 9.005473 	 9.461445 	 
7	-0.797310	-0.917822	-0.238520	20.569190 	 20.647286 	 20.580037 	 23.332675 	 22.919662 	 22.981658 	 16.344085 	 16.356166 	 16.489731 	 21.330335 	 20.822090 	 22.013393 	 
8	-1.186130	0.357669	-2.406590	18.113633 	 18.200693 	 16.890189 	 20.280716 	 20.197161 	 20.272907 	 21.800750 	 20.635869 	 21.673321 	 14.048294 	 13.955525 	 13.690624 	 
9	-0.177479	1.378920	0.355956	1.756424 	 2.041077 	 1.922730 	 2.065534 	 1.990952 	 2.376559 	 3.307016 	 2.888613 	 3.221212 	 12.194496 	 10.651456 	 10.380042 	 
10	0.603752	1.472850	0.086504	29.246777 	 29.285576 	 28.165779 	 26.922465 	 26.920401 	 26.928228 	 30.754569 	 29.795606 	 30.279909 	 21.655860 	 21.659031 	 21.574482 	 
11	2.539760	0.847790	2.198420	10.149838 	 10.682600 	 10.465854 	 12.599322 	 12.280591 	 13.400901 	 18.347789 	 16.468139 	 18.205415 	 33.766412 	 33.587269 	 34.989299 	 
12	-52.382100	-46.193600	14.169200	26.534652 	 26.410716 	 26.437739 	 29.615310 	 29.632631 	 29.569628 	 20.342252 	 20.458000 	 20.549410 	 23.691098 	 23.530448 	 24.175433 	 
13	0.597511	0.086993	0.191400	23.568035 	 23.956687 	 23.317379 	 25.483335 	 25.715314 	 25.087791 	 19.131118 	 18.614333 	 18.976731 	 19.033002 	 18.380648 	 18.648050 	 
14	0.802581	0.231117	-0.816991	3.636755 	 3.579275 	 3.587560 	 4.520501 	 4.631148 	 4.698267 	 10.123535 	 9.593869 	 10.651240 	 5.507003 	 6.089857 	 6.321785 	 
15	-0.102963	-0.216103	-0.210175	25.853338 	 26.078376 	 26.028381 	 29.713159 	 29.757482 	 29.764749 	 22.962678 	 22.966248 	 23.145282 	 21.796089 	 21.607310 	 21.722276 	 
16	0.469155	1.562180	1.609520	25.552597 	 25.385860 	 24.194976 	 20.631131 	 20.667197 	 20.667208 	 24.435260 	 23.232088 	 23.517080 	 17.245477 	 17.220948 	 17.188102 	 
17	1.680970	-0.727863	-0.770590	1.204018 	 1.393812 	 1.327172 	 1.406858 	 1.342581 	 1.598895 	 2.249561 	 1.993230 	 2.259472 	 9.209966 	 7.811286 	 7.830898 	 
18	-1.246600	0.518556	-1.801800	25.502099 	 24.363423 	 24.018055 	 18.890634 	 18.890636 	 18.890697 	 25.570286 	 24.074862 	 24.453119 	 17.418674 	 17.407676 	 17.408012 	 
19	-0.137179	-0.155273	0.490957	3.414903 	 3.357439 	 3.347874 	 4.195875 	 4.348207 	 4.337124 	 10.596946 	 9.911212 	 11.059615 	 4.765169 	 5.200081 	 5.517988 	 
20	-0.449667	-0.536116	-0.296184	16.882230 	 17.757546 	 17.032051 	 22.976000 	 23.502904 	 22.556904 	 11.781960 	 11.445157 	 12.265023 	 11.740271 	 10.901737 	 11.541188 	 
21	1.128730	-1.177040	-2.894160	17.459582 	 17.408724 	 17.427429 	 21.583589 	 21.530291 	 21.839883 	 28.194683 	 27.810500 	 28.467415 	 25.453947 	 26.477781 	 26.230684 	 
22	0.969932	-22.607500	17.800600	23.784841 	 24.169083 	 23.977304 	 31.132752 	 31.061697 	 30.961565 	 28.141060 	 28.335037 	 28.228287 	 21.753650 	 21.859211 	 21.717865 	 
23	2.756300	-0.899506	-0.867333	26.203783 	 27.096149 	 26.563353 	 22.125953 	 22.048542 	 22.108800 	 21.438999 	 21.433061 	 21.441556 	 28.483113 	 29.344724 	 29.077088 	 
24	0.528660	0.778527	1.756350	5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 5.184343 	 
25	-0.163626	-0.025460	2.310460	4.989081 	 5.012889 	 4.959219 	 7.657225 	 7.488184 	 7.861091 	 8.780173 	 7.673119 	 8.329509 	 12.061623 	 12.961939 	 12.681913 	 
26	0.554393	0.373948	0.827139	24.905034 	 25.123404 	 23.999614 	 26.332249 	 26.192058 	 26.249671 	 20.581727 	 20.429259 	 20.394701 	 33.124374 	 33.888989 	 33.920834 	 
